id,question,ground_truth,llama3.1,llama3 1_instruct,fine_tuned_llama3 1,fine_tuned_llama3.1_instruct
4599,ما هي تعريف النية وفق المادة 63؟,النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.,"النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.

### Answer:
ما هي تعريف النية وفق المادة 63؟

### Answer:
النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.

### Answer:
ما هي تعريف","حسب المادة 63، تعرف النية بأنها إرادة ارتكاب الجريمة على ما عرفها القانون. 

### Input:
المادة 64
تعريف الإرادة في القانون الجنائي: هي الإرادة التي توجب ارتكاب الجريمة.

###",النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.,النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.
897,ما هي التزامات الحارس وفقا للمادة 903؟,يلتزم الحارس بإيفاء ذوي الشأن بالمعلومات الضرورية وتقديم الحساب عن تنفيذ مهمته.,"التزامات الحارس وفقا للمادة 903:
- يلتزم الحارس بان يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته.
- يلتزم الحارس بان يقدم الحساب عنها في المواعيد وبالطريقة التي يتفق","وفقا للمادة 903، يلتزم الحارس بان يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته، وبان يقدم الحساب عنها في المواعيد وبالطريقة التي يتفق عليها الطرفان أو يامر بها الق","يجب على الحارس أن يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته، وأن يقدم الحساب عنها في المواعيد المحددة.",يلتزم الحارس بان يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته وبان يقدم الحساب عنها في المواعيد وبالطريقة التي يتفق عليها الطرفان أو يامر بها القضاء.
3761,ماذا يمكن للمراقب فعله إذا لم تتم مراعاة الأصول المبينة في القانون؟,يمكن للمراقب عدم اعتماد محضر الاجتماع والقرارات.,"المادة 64
أ- تتألف الهيئة العامة في الشركة ذات المسؤولية المحدودة من جميع الشركاء فيها ، وتعقد اجتماعاً سنوياً واحداً خلال الأشهر الأربعة الأول ى من السنة المالية للشركة ، بدعوة من","إذا لم تتم مراعاة الأصول المبينة في الفقرة (د) من المادة 64، فيجب على المراقب عدم اعتماد محضر الاجتماع والقرارات الصادرة عن الاجتماع، إلا إذا وافق الشريك أو الشركاء غير المبلغين وفق تلك الأصول",يمكن للمراقب عدم اعتماد محضر الاجتماع والقرارات الصادرة عنه.,يمكن للمراقب عدم اعتماد محضر الاجتماع والقرارات الصادرة عنه.
420,ما هي آثار تعدد طرفي التصرف التضامن بين المدينين؟,تعدد طرفي التصرف التضامن بين المدينين يندرج ضمن آثار الحق الفصل في الباب الثاني.,"ما هي آثار تعدد طرفي التصرف التضامن بين المدينين؟

- إذا ابرا الدائن احد المدينين المتضامنين من الدين أو من التضامن فلباقي المدينين أن يرجعوا على هذا المدين بنصي","تعدد طرفي التصرف التضامن بين المدينين يؤدي إلى آثار معينة. إذا أبرأ الدائن أحد المدينين المتضامنين من الدين أو من التضامن، يلزم باقي المدينين أن يرجعوا على هذا المدين",تعدد طرفي التصرف التضامن بين المدينين يؤدي إلى أن يرجع الباقي المدينين على المدين الذي ابرا الدائن بنصيبه في حصة المعسر.,تعدد طرفي التصرف التضامن بين المدينين يؤدي إلى أن الباقي المدينين يرجعون على المدين الذي ابرى الدائن بنصيبه في حصة المعسر.
1032,ما الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها؟,الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو رضاء جميع الشركاء على فسخ القسمة.,للتسجيل في جامعة الأردن يجب أن يكون الطالب تلميذاً لثانوية عامة أو ثانوية خاصة أو ثانوية إعدادية أو ثانوية مازنية أو ثانوية إعدادية مازنية أو ثانوية إعدادية خاصة أو ثان,"الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو أن جميع الشركاء يرغبون في ذلك. في هذه الحالة، يجوز لهم فسخ القسمة واقالتها واعادة المقسوم مشتركاً بينهم كما كان.",يجوز لجميع الشركاء فسخ القسمة واقالتها برضائهم واعادة المقسوم مشتركاً بينهم كما كان.,الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو الرجوع برضائهم واعادة المقسوم مشتركاً بينهم كما كان.
4131,ما هي المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة؟,مخالفة رئيس وأعضاء مجلس الإدارة لأنظمة الشركة يمكن أن تشمل الإجراءات التي تتنافى مع سياسات الشركة أو تتجاوز صلاحياتهم المحددة.,"ما هي المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة؟
لقد قرأت المادة 156 من قانون الشركات المساهمة العامة والخاصة في المملكة الأردنية الهاشمية، وهي تشرح أن مجلس إدارة الشركة، أو","المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة تشمل:
1.  إمكانية عدم وضع جدول يبين صلاحيات التوقيع عن الشركة في مختلف الأمور، أو عدم تحديث الجدول بشكل دوري.
2.","يمكنهم مخالفة الأنظمة المحددة للشركة، بما في ذلك القواعد المتعلقة بتعيين الرئيس والمدير العام والسلطات المخولة لهم.",يمكن أن ترتكب مخالفة رئيس وأعضاء مجلس الإدارة لأنظمة الشركة فيما يتعلق بتسيير أعمال الشركة وتعاملها مع الغير.
3850,ما الذي يجوز للشركة فعله بالنسبة لأنواع الأسهم وخيارات المساهمة؟,يجوز للشركة إصدار عدة أنواع وفئات من الأسهم وخيارات المساهمة.,"According to the Jordanian Companies Law, the company can do the following regarding types of shares and stock options:

1. The company can issue different types of shares with different nominal values and voting powers, and specify the rights and priorities of each type of share when distributing profits and losses, and when liquidating the company,",يجوز للشركة إصدار عدة أنواع وفئات من الأسهم تختلف في القيمة الاسمية والقوة التصويتية وتوزيع الأرباح والخسائر على المساهمين وحقوق وأولويات كل منها عند التصفية وقابليتها للتح,يجب تضمينها أو ملخص عنها على شهادات الأسهم.,يمكن للشركة إصدار أنواع وفئات من الأسهم تختلف في القيمة الاسمية والقوة التصويتية وتوزيع الأرباح والخسائر.
4924,ما هي الجريمة المعنية في الفصل الثاني من المادة؟,التزوير في المصدقات الكاذبة.,The crime in question is the one described in the second paragraph of Article 266.,"في الفصل الثاني من المادة، الجريمة المعنية هي التزوير، وبالتحديد، إعطاء مصدقة كاذبة. المادة 266 تحدد أن من يزور تلك المصدقة أو يخلق مصدقة كاذبة يُعاقب بال",المصدقات الكاذبة.,المصدقات الكاذبة.
3098,ما الحق الذي يبقى للغير وفقاً للمادة 208؟,"الحق في الاعتراض على الحكم، ما لم يسقط حقه بالتقادم.","الحق الذي يبقى للغير هو حق الاعتراض على الحكم، ويبقى هذا الحق ما لم يسقط بحق التقادم.","حسناً. وفقاً للمادة 208، يبقى للغير الحق في اعتراض على الحكم ما لم يسقط حقه بالتقادم. هذا يعني أن أي شخص له مصالح في القضية أو يعتقد أن الحكم غير صحيح يمكنه الاستئن",يجب أن يبقى للغير الحق في الاعتراض على الحكم ما لم يسقط حقه بالتقادم.,يبقى للغير الحق في الاعتراض على الحكم ما لم يسقط حقه بالتقادم.
4485,ما هي صفة الاستعجال لدى المحاكم المختصة للقضايا الحقوقية والجزائية المتعلقة بالشركات؟,الاستعجال.,"أ. تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات والناشئة عن تطبيق أحكام هذا القانون صفة الاستعجال لدى المحاكم المختصة .
ب. يجري تبليغ أي كتاب أو قرار أو إشعار صادر عن","حسب المادة 284 من القانون، تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات صفة الاستعجال لدى المحاكم المختصة. هذا يعني أن هذه القضايا تتمتع بصفة الاستعجال، مما يعني أن",تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات صفة الاستعجال لدى المحاكم المختصة.,تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات صفة الاستعجال لدى المحاكم المختصة.
1239,ما هي الشروط الضرورية لصحة التحكير؟,"يجب أن يكون التحكير لضرورة أو مصلحة محققة للوقف، ويجب الحصول على إذن من المحكمة المختصة وتسجيله في دائرة التسجيل.","لا يصح التحكير إلا لضرورة أو مصلحة محققة للوقف.

### Answer:
لا يصح التحكير إلا لضرورة أو مصلحة محققة للوقف.

### Answer:
لا يصح التحكير إلا لضرورة أو مصلحة محققة لل","يجب أن تكون هناك ضرورة أو مصلحة محققة للوقف، وأن يتم التحكير بإذن من المحكمة المختصة، ويشترط تسجيل التحكير بعد ذلك في دائرة التسجيل.  هذه الشروط الضرورية لصحة التحكير في قانون",يجب أن يتم التحكير بإذن من المحكمة المختصة ويسجل في دائرة التسجيل بعد ذلك.,يجب أن يتم التحكير بإذن من المحكمة المختصة وأن يسجل بعد ذلك في دائرة التسجيل.
1966,ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة؟,ثلاثين ألف دينار.,"ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة؟

Answer: ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة",يبلغ الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة عشرة آلاف دينار. ويبلغ الحد الأقصى للأشغال الشاقة المؤقتة خمس عشرة سنة. ويعاقب بال,لا تزيد على ثلاثين ألف دينار.,عشرين ألف دينار.
1564,"ما المقصود بـ ""المرض المهني"" وفق هذا القانون؟",الاصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو الاصابة بأي من الاصابات المهنية المبينة في الجدول رقم (2).,المرض المهني هو المرض الذي يتصيب العامل ناجمة عن العمل الذي يؤديه أو من طريق هو أو هو أو هو,"المرض المهني هو الأصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو الأصابة بأي من الاصابات المهنية المبينة في الجدول رقم (2) الملحقة بهذا القانون. 
يجب أن يكون هذا الجدول",الاصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو بأي من الاصابات المهنية المبينة في الجدول رقم (2) الملحقين بهذا القانون.,الاصابة بأمراض صناعية محددة.
756,هل تسري أحكام عقد الإيجار على إجارة الوقف؟,"نعم، تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.","هل تسري أحكام عقد الإيجار على إجارة الوقف؟

### Input:
المادة 759
تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.
الباب الثاني- عقود المنفعة","لا، تسري أحكام عقد الإيجار على إجارة الوقف فيما لا يتعارض مع النصوص السابقة. وهذا يعني أن أحكام عقد الإيجار تنطبق على إجارة الوقف إلا إذا كانت هناك نصوص أخرى تعارض ذلك.",تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.,"نعم، تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة."
3302,ما هي المادة التي تنص على توقيع حكم التحكيم؟,المادة 41 أ.,"المادة 41
أ - يتم تدوين حكم التحكيم ويوقعه المحكمون، وفي حالة تشكيل هيئة التحكيم من اكثر من محكم يكتفى","المادة التي تنص على توقيع حكم التحكيم هي المادة 41، وتنص على أن يوقعه المحكمون، وفي حالة تشكيل هيئة التحكيم من أكثر من محكم، يكفي بتوقيع أغلبية المحكمين بشرط أن تثبت في",المادة 41.,المادة 41.
3296,هل يمكن لهيئة التحكيم تمديد مدة اصدار الحكم بدون اتفاق الطرفين؟,"نعم، يجوز لهيئة التحكيم تمديد مدة اصدار الحكم دون اتفاق الطرفين.","Yes, the Arbitration Board can extend the period for issuing the ruling without the consent of the parties.

### Explanation:
The Arbitration Board has the authority to extend the period for issuing the ruling, even if the parties do not agree. This is provided for in Article 37 of the Arbitration Law. According to","لا، لا يمكن لهيئة التحكيم تمديد مدة إصدار الحكم بدون اتفاق الطرفين. كما هو موضح في المادة 37، إذا لم يتوافق الطرفان على مدة تزيد على الاثني عشر شهرا، فيجب على هيئة التحك","نعم، يمكن لهيئة التحكيم تمديد مدة اصدار الحكم دون اتفاق الطرفين.","نعم، يمكن لهايئة التحكيم تمديد مدة اصدار الحكم بدون اتفاق الطرفين، بشرط عدم زيادة المجموع على اثني عشر شهراً."
2094,ما هو شرط حفظ الأشياء المضبوطة بواسطة النيابة العامة؟,يجب حزم الأشياء المضبوطة في حالة كانت عليها وتوضع في وعاء إن اقتضت طبيعتها ذلك مع ختمها بخاتم رسمي في الحالتين.,"ما هو شرط حفظ الأشياء المضبوطة بواسطة النيابة العامة؟
المادة 35    
الجرم المشهود
الباب الثاني - النيابة العامة
1- يعنى بحفظ الاشياء المضبوطة بالحالة","حفظ الأشياء المضبوطة بواسطة النيابة العامة يعتبر شرطاً للاحتفاظ بها، ويجب حفظها بالحالة التي كانت عليها، ويفضل تحزمها أو توضع في وعاء إذا اقتضت ماهيتها ذلك، ويجب تخ","يجب حفظ الأشياء المضبوطة بواسطة النيابة العامة في حالة كانت عليها، وتختمها بخاتم رسمي.","يجب حفظ الأشياء المضبوطة بالحالة التي كانت عليها، وتحزمها أو توضعها في وعاء إذا اقتضت ماهيتها ذلك."
4171,ما هي صلاحية الهيئة العامة للشركة المساهمة العامة؟,تشمل صلاحيتها في اجتماعها النظر في جميع الأمور المتعلقة بالشركة واتخاذ القرارات المناسبة.,"الهيئة العامة للشركة المساهمة العامة هي هيئة تشكل من عدد من المساهمين في الشركة المساهمة العامة الذين يمثلون ما لا يقل عن 10% من الأسهم الممثلة في الشركة المساهمة العامة، وهي هيئة لها صلاحية في الاجتماع العادي لل","تتضمن صلاحية الهيئة العامة للشركة المساهمة العامة في اجتماعها غير العادي النظر في جميع الأمور المتعلقة بالشركة ومناقشتها واتخاذ القرارات المناسبة بشأنها وبخاصة ما يلي:-
1- تلاوة وقائع",تتضمن صلاحية الهيئة العامة النظر في جميع الأمور المتعلقة بالشركة ومناقشتها واتخاذ القرارات المناسبة بشأنها.,النظر في جميع الأمور المتعلقة بالشركة ومناقشتها واتخاذ القرارات المناسبة بشأنها.
4999,ما هي العقوبة المحددة في المادة 310 لمن يقود أنثى دون العشرين من العمر ليواقعها شخص مواقعة غير مشروعة؟,الحبس من ستة أشهر إلى ثلاث سنوات وغرامة من 200 دينار إلى 500 دينار.,"المادة 310
يعاقب بالحبس من ستة أشهر الى ثلاث سنوات وبغرامة من مائتي دينار الى خمسمائة دينار كل من قاد أو حاول قيادة:
1- أنثى دون العشرين من العمر ليواقعها شخص مواق",عقوبة القيادة أو الحاول قيادة أنثى دون العشرين من العمر ليواقعها شخص مواقعة غير مشروعة في المملكة أو في الخارج هي الحبس من ستة أشهر إلى ثلاث سنوات وبغرامة من مائتي دينار إلى خمسمائة دينار,الحبس من ستة أشهر إلى ثلاث سنوات وبغرامة من مائتي دينار إلى خمسمائة دينار.,الحبس من ستة أشهر إلى ثلاث سنوات وغرامة من مائتي دينار إلى خمسمائة دينار.
2430,ما الإجراء الذي يتخذه المتهم إذا أراد إثبات دفاعه بشهود أو بينات أخرى؟,يجب عليه تقديم قائمة بيناته خلال شهر.,"ما الإجراء الذي يتخذه المتهم إذا أراد إثبات دفاعه بشهود أو بينات أخرى؟

المادة 232
الإفادة الدفاعية
الباب السادس - أصول المحاكمة لدى المحاكم البدائية في القضايا الجنائية
1","إذا أراد المتهم إثبات دفاعه بشهود أو بينات أخرى، فيجب عليه تقديم قائمة بيناته خلال شهر من تاريخ إعطاء الإفادة الدفاعية، وتحديد أسماء شهوده ومحال إقامتهم. إذا أبدى المتهم",يجب على المتهم تقديم قائمة بيناته خلال شهر من تاريخ إعطاء الإفادة.,"إذا أراد المتهم إثبات دفاعه بشهود أو بينات أخرى، فيجب عليه تقديم قائمة بأسماء شهوده ومحال إقامتهم خلال شهر من تاريخ إعطاء الإفادة."
3620,ما هي المدة التي يجب أن تقوم الشركة خلالها بطلب تسجيل التغيير بعد إجرائه؟,"يجب على الشركة طلب تسجيل التغيير خلال سبعة أيام من إجرائه، وذلك بعد دفع الرسوم المقررة عنه ونشره في الجريدة الرسمية وصحيفة محلية على نفقة الشركة.","(م) 7 أيام.

### Explanation:
أوضحت المادة 13 من قانون شركات التضامن لعام 2005 ما هو التغيير الذي قد تقوم الشركة بتسجيله في السجل الخاص بشركات التضامن، والذي يعتبره القانون","يجب على شركة التضامن أن تقوم بطلب تسجيل التغيير بعد إجرائه خلال 7 أيام، بعد استيفاء الرسوم المقررة عنه، وعلى نفقة الشركة، ويجب أن تطلب من المراقب تسجيل التعديل الذي أدخلته",يجب أن تقوم الشركة بطلب تسجيل التغيير لاسمها أو التعديل الذي أدخلته عليه في السجل الخاص بشركات التضامن خلال سبعة أيام من إجرائه بعد استيفاء الرسوم المقررة عنه.,يجب على الشركة أن تطلب من المراقب تسجيل التغيير لاسمها أو التعديل الذي أدخلته عليه في السجل الخاص بشركات التضامن خلال سبعة أيام من إجرائه.
5608,من يحق له الاستئناف بموجب المادة 14 من القانون؟,النيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال.,"من يحق له الاستئناف بموجب المادة 14 من القانون؟

المواطن الأردني و المقيم في الأردن",يحق للمدعي الشخصي والمحكوم عليه المسؤول بالمال والنيابة العامة الاستئناف بموجب المادة 14 من القانون.  كما يسمح للنيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال باستئناف الأحكام الصادرة,النيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال.,يحق للنيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال.
116,ما هي صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن؟,للمحكمة بعد الإذن أن تعيد الحجر على الصغير.,هي صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن.,"تتم صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن بتعديل الحجر على الصغير، أي أن المحكمة يمكنها أن تعيد الحجر على الصغير بعد أن قدمن الإذن للصغير المميز عند امتناع الولي عن الإ",يمكن للمحكمة بعد الإذن أن تعيد الحجر على الصغير.,تسمح للمحكمة بعد الإذن أن تعيد الحجر على الصغير.
3310,ماذا يحدث إذا أوقفت الهيئة التحكيمية الإجراءات أثناء التحكيم؟,يترتب على ذلك وقف سريان الموعد المحدد لإصدار حكم التحكيم.,"عند توقف الإجراءات، فإنه من الممكن إعادة النظر في الأمر إذا كان هناك دليل جديد.","في حالة اوقاف الهيئة التحكيمية الإجراءات أثناء التحكيم، يجب على الهيئة أن توقف الإجراءات حتى يصدر حكم قطعي في المسألة المتعلقة بالاختصاص أو التزوير أو الفعل الجزائي. ونتي",توقف الإجراءات حتى يصدر حكم قطعي في الشأن المذكور.,توقفت الإجراءات حتى يصدر حكم قطعي في المسألة.
38,من يعتبر من ذوي القربى وفقاً للمادة 34؟,كل من يجمعهم أصل مشترك.,"يجب أن تكون الأسرة في الأصل واحدة، وينتج عن ذلك أن الأب والأم والأبناء هم من ذوي القربى.
كما يعتبر من ذوي القربى كل من يجمعهم أصل مشترك، ومن ثم يعتبر الزوج والزوج","بالنسبة للمادة 34، يعتبر من ذوي القربى كل من يجمعهم أصل مشترك. يعني هذا أن الأشخاص الذين ي分享ون أصلًا مشتركًا، مثل الأب والأم والأباء أو الوالدين، أو الأب والأب",ذوي القربى هم الذين يجمعهم أصل مشترك وفقاً للمادة 34.,يعتبر من ذوي القربى كل من يجمعهم أصل مشترك.
4484,ما هي الفقرة النهائية للمادة 283؟,تتضمن أحكام ختامية للتنظيمات القانونية المتعلقة بالتمثيل أمام المحاكم.,"أ. يكون للمراقب ولموظفي الدائرة المفوضين خطيا من قبله حق الاطلاع على جميع سجلات الشركة ودفاترها ووثائقها ، كما يكون لهم حق الحصول على نسخ من تلك السجلات والدفاتر والوثائق لغايات تم","لا يوجد في المادة 283 فقرتان ، هناك فقرتان ب. و أ. و لا يوجد فقرة نهائية. 
فقرة أ. تشير إلى حقوق المراقب وموظفي الدائرة المفوضين من قبله في الاطلاع على سجلات",تحدد الأحكام الختامية للمادة 283.,تتناول الفقرة النهائية تمثيل الوزير أو المراقب أمام المحاكم.
1285,ما هو الحظر الذي يفرضه قانون المادة 1303 على مالك الأرض العالية؟,قانون المادة 1303 يمنع مالك الأرض العالية من القيام بأي عمل يزيد من عبء الأرض المنخفضة التي تتلقى السيل الطبيعي.,The owner of the land on the high side is not allowed to do anything that will increase the burden on the land on the low side.,"يفرض القانون على مالك الأرض العالية حظر إقامة سد لمنع السيل الطبيعي المارة من الأراضي المنخفضة، أو عمل أي شيء يزيد عبء السيل على الأراضي المنخفضة. يُحتفظ بطبيعة السيل والعب",لا يجوز لمالك الأرض المنخفضة أن يقيم سداً لمنع السيل الطبيعي من الأراضي العالية.,لا يجوز لمالك الأرض المنخفضة أن يقيم سداً لمنع السيل الطبيعي من الأرض العالية.
3474,متى يُعتبر افتتاح المزايدة؟,من تاريخ اليوم التالي للاعلان.,"متى يُعتبر افتتاح المزايدة؟

### Input:
المادة 85     ( 

أ . بعد الاحالة المؤقتة يعلن عن طرح العقار بالمزاد العلني","يُعتبر افتتاح المزايدة من تاريخ اليوم التالي للاعلان عن طرح العقار بالمزاد العلني.  ويعتبر هذا اليوم بداية للمزايدة بين الطالبين الموجودين في المزايدة، ثم يقرر الرئيس الاحالة",يُعتبر افتتاح المزايدة من تاريخ اليوم التالي للاعلان.,يُعتبر افتتاح المزايدة من تاريخ اليوم التالي للعلان.
1419,ما هي الفصول التي يندرج تحتها المادة 1445 في القانون؟,المادة 1445 تندرج ضمن الباب الثالث- التوثيق العيني بنص القانون (حقوق الامتياز) الفصل الثاني- أنواع الحقوق الممتازة.,"The article 1445 is divided into two parts, the first part talks about the partners in the movable property if they divide it and the guarantee of the right of each partner to return on the other partners because of the division and the fulfillment of what was decided for them in the division, and the second part talks about","يندرج تحت المادة 1445 في القانون في الفصل الثاني من الباب الثالث الذي يتناول حقوق الامتياز. أكثر المعلومات حول هذا الموضوع يمكن العثور عليها في هذا الباب.  الفصل الثاني يغطي أنواع حقوق الامتياز، و يعتبر من أ",تندرج تحتها المادة 1445 في القانون الفصل الثاني من الفصل الثاني من الباب الثالث.,تندرج الفصل الثاني من الباب الثالث في القانون تحت المادة 1445.
5038,ما هي الإجراءات التي يمكن للشاكي اتخاذها إذا قرر التنازل عن شكواه قبل حصول الحكم الدرجة القطعية؟,يحق للشاكي التنازل عن شكواه حتى يحصل الحكم الدرجة القطعية.,"تختلف الإجراءات التي يمكن للشاكي اتخاذها إذا قرر التنازل عن شكواه قبل حصول الحكم الدرجة القطعية، تبعاً لموقف الدعوى. فإذا كانت الدعوى في مرحلة التحقيقات، فيمكن للش","إذا قرر الشاكي التنازل عن شكواه قبل حصول الحكم الدرجة القطعية ، فإنه يمكنه ذلك. وفقًا للمادة 334 من قانون العقوبات في الأردن ، إذا لم ينجم عن الأفعال المبينة في المادة السابقة مر","يمكن للشاكي أن يتنازل عن شكواه حتى تصبح الحكم الدرجة القطعية، وفي هذه الحالة تسقط دعوى الحق العام.",يمكن للشاكي أن يتنازل عن شكواه الى أن يكتسب الحكم الدرجة القطعية.
3139,ماذا يعني الحديث عن أسناد التجارية في هذه المادة؟,"الحديث عن أسناد التجارية يشير إلى أن هذه المادة لا تنطبق على الوثائق التجارية، حتى لو كانت موقعة من قبل أطراف غير تجارية.","يعني الحديث عن أسناد التجارية في هذه المادة أن كل ما يوجد في السند يجب أن يكون ثابتاً من تاريخه، أي لا يوجد إلا في تاريخه.","يعني الحديث عن أسناد التجارية في هذه المادة أن الأوراق التجارية، مثل السندات والعقود التجارية، تُعتبر معترف بها وتُعتبر حجة على الغير منذ تاريخها الثابت، مع ذلك، لا تشمل أحكام هذه المادة الأ",يعني الحديث عن أسناد التجارية في هذه المادة أن هذه السندات لا تكون حجة على الغير إلا إذا كانت موقعة أو مظهرة من التجار لسبب مدني.,يعني الحديث عن أسناد التجارية في هذه المادة أنها لا تشملها أحكام المادة 12.
5802,ما الجهة المسؤولة عن تنفيذ الاحكام التأديبية ضد المحامين؟,تنفذ الأحكام التأديبية ضد المحامين بواسطة النيابة العامة.,The competent authority for the execution of disciplinary penalties against lawyers is the Public Prosecution.,"النيابة العامة. 
المادة 74 في القانون رقم 34 لعام 2018 تشير إلى أن النيابة العامة هي المسؤولة عن تنفيذ الأحكام التأديبية الصادرة بحق المحامين بعد اكتسابها الدرجة القطعية. ويتض",تنفذ الاحكام التأديبية ضد المحامين بواسطة النيابة العامة.,تنفذ الاحكام التأديبية بواسطة النيابة العامة.
4146,هل يُسمح بتوزيع مكافأة في حال كانت الشركة في مرحلة التأسيس ولم تحقق أرباحاً بعد؟,"نعم، يُسمح بتوزيع مكافأة بحد أقصى لا يتجاوز الف دينار لكل عضو.",,"لا يُسمح بتوزيع مكافأة في حال كانت الشركة في مرحلة التأسيس ولم تحقق أرباحاً بعد، بل يجوز توزيع مكافأة سنوية بمعدل لا يتجاوز 5000 دينار لكل عضو حتى تبدأ الشركة بتحقيق الأرب","نعم، يجوز توزيع مكافأة سنوية بمعدل لا يتجاوز الف دينار لكل عضو حتى تُحقِق الشركة أرباحاً.","نعم، يجوز توزيع مكافأة سنوية لرئيس وأعضاء مجلس الإدارة بمعدل لا يتجاوز الف دينار لكل عضو حتى تبلغ الشركة أرباحاً."
467,متى يبدأ الأجل في حال كان الثمن مؤجلاً أو مقسطاً؟,يبدأ الأجل من تاريخ تسلم المبيع.,"المادة 484
اذا كان الثمن مؤجلاً أو مقسطاً فان الأجل يبدا من تاريخ تسلم المبيع.
الباب الأول- عقود التمليك
الفصل الأول- عقد البيع
نقل الملكية
المادة 485
اذا كان الث","في حال كان الثمن مؤجلاً أو مقسطاً، يبدأ الأجل من تاريخ تسلم المبيع. هذا يعني أن فترة الأجل تبدأ من وقت تسلم المبيع من المبيع إلى المشتري، وعدا ذلك، لا يوجد تأثير مباشر على",يبدأ الأجل من تاريخ تسلم المبيع.,يبدأ الأجل في حال كان الثمن مؤجلاً أو مقسطاً من تاريخ تسلم المبيع.
5225,كم تبلغ الحد الأدنى والحد الأقصى للغرامة المفروضة على من يقوم بتدمير الممتلكات وفقاً للمادة 443؟,"الحد الأدنى للغرامة هو مائة دينار، والحد الأقصى هو خمسمائة دينار.","يبلغ الحد الأدنى للغرامة المفروضة على من يقوم بتدمير الممتلكات 100 دينار، بينما يبلغ الحد الأقصى 500 دينار.","حسب المادة 443، الحد الأدنى للغرامة المفروضة على من يقوم بتدمير الممتلكات هو 100 دينار، بينما الحد الأقصى هو 500 دينار. 

### Comment:
الجواب السابق هو جواب منفرد",يبلغ الحد الأدنى 100 دينار ويبلغ الحد الأقصى 500 دينار.,"الحد الأدنى 100 دينار، والحد الأقصى 500 دينار."
725,ما هو المضمون الرئيسي للمادة 740 من القانون المدني الأردني؟,توزيع المسؤوليات والنفقات بين المساقي وصاحب الشجر.,"المساقاة هي عقود ينفذها شخص لصالح شخص آخر. ويمكن تقسيمها إلى قسمين: المساقاة المادية والمساقاة النقدية.
المساقاة المادية هي عقد ينفذها شخص لصالح شخص آخر حيث يقوم هذا الشخص بتن",المضمون الرئيسي للمادة 740 من القانون المدني الأردني هو وصف كيفية توزيع المسؤولية عن الأعمال والنفقات المتعلقة بالشجر والمساقاة بين المساقي وملك الشجر. يحدد المادة هذه المسؤولية على النح,المادة 740 من القانون المدني الأردني تتناول الأعمال والنفقات التي تحتاج اليها المساقاة وتحدد الأحكام المتعلقة بها.,المادة 740 من القانون المدني الأردني تنظم الأعمال والنفقات التي تحتاج اليها في خدمة الشجر ونمو الغلة.
